Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
SALTA,Orán,El Tabacal,66126030,0,1,0,77,0,0,0,0,78
SALTA,OTROS,OTROS,Sin Datos,0,0,0,0,16,0,0,0,16
SALTA,Rivadavia,Alto de la Sierra,66133010,0,0,0,1,3,0,0,5,9
SALTA,Rivadavia,Capitán Juan Pagé,66133020,0,0,0,0,0,0,0,4,4
SALTA,Rivadavia,Coronel Juan Solá,66133030,30,0,0,1,0,2,0,96,129
SALTA,Rivadavia,Los Blancos,66133050,0,0,0,0,0,0,0,9,9
SALTA,Rivadavia,Pluma de Pato,66133060,0,0,0,0,0,0,0,6,6
SALTA,Rivadavia,Rivadavia,66133070,0,0,0,1,0,1,0,0,2
SALTA,Rivadavia,Santa María,66133080,0,0,0,0,5,0,0,0,5
SALTA,Rivadavia,Santa Victoria Este,66133100,18,0,0,1,10,1,0,41,71
SALTA,Rosario de la Frontera,Antilla,66140010,0,0,0,1,0,1,0,0,2
SALTA,Rosario de la Frontera,El Potrero,66140040,0,0,0,1,0,1,0,0,2
SALTA,Rosario de la Frontera,Rosario de la Frontera,66140050,2282,404,0,3,0,1,0,175,2865
SALTA,Rosario de la Frontera,Copo Quile,66140020,0,0,0,35,0,0,0,0,35
SALTA,Rosario de la Frontera,El Naranjo,66140030,0,0,0,39,0,2,0,0,41
SALTA,Rosario de Lerma,Campo Quijano,66147010,212,0,0,360,0,3,0,153,728
SALTA,Rosario de Lerma,La Silleta,66147020,103,0,0,220,0,1,0,78,402
SALTA,Rosario de Lerma,Rosario de Lerma,66147030,1194,403,0,2602,10,1,0,23,4233
SALTA,Rosario de Lerma,La Merced Del Encón,66147015,0,0,0,175,0,0,0,82,257
SALTA,San Carlos,Angastaco,66154010,0,0,0,7,0,0,0,39,46
SALTA,San Carlos,Animaná,66154020,0,0,0,0,0,1,0,51,52
SALTA,San Carlos,El Barrial,66154030,0,0,0,0,400,0,0,0,400
SALTA,San Carlos,San Carlos,66154040,0,0,0,1,0,2,0,94,97
SALTA,Santa Victoria,Campo La Cruz,66161020,0,0,0,0,50,0,0,0,50
SALTA,Santa Victoria,Los Toldos,66161030,0,0,0,2,0,0,0,41,43
SALTA,Santa Victoria,Nazareno,66161040,0,0,0,61,135,0,0,0,196
SALTA,Santa Victoria,Poscaya,66161050,0,0,0,0,30,0,0,0,30
SALTA,Santa Victoria,San Marcos,66161060,0,0,0,0,30,0,0,0,30
SALTA,Santa Victoria,Santa Victoria,66161070,0,0,0,74,0,5,0,200,279
SALTA,Santa Victoria,Acoyte,66161010,0,0,0,0,0,0,0,10,10
SAN JUAN,25 de Mayo,Villa Santa Rosa,70126050,0,0,0,0,0,0,0,54,54
SAN JUAN,25 de Mayo,Tupelí,70126020,0,0,0,0,0,0,0,60,60
SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,70126030,0,0,0,0,0,0,0,80,80
SAN JUAN,25 de Mayo,Villa Borjas,70126010,0,0,0,0,0,0,0,6,6
SAN JUAN,9 de Julio,9 de Julio,70063040,0,0,0,125,0,1,0,116,242
SAN JUAN,9 de Julio,Colonia Fiorito,70063020,0,0,0,0,0,0,0,5,5
SAN JUAN,9 de Julio,Las Chacritas,70063030,0,0,0,0,0,0,0,99,99
SAN JUAN,9 de Julio,OTROS,Sin Datos,0,0,0,0,0,1,0,0,1
SAN JUAN,9 de Julio,Alto de Sierra,70063010,0,0,0,0,0,0,0,5,5
SAN JUAN,Albardón,El Rincón,70007010,509,0,5,0,0,0,0,10,524
SAN JUAN,Albardón,OTROS,Sin Datos,0,0,0,0,300,0,0,0,300
SAN JUAN,Albardón,Villa General San Martín - Campo Afuera,70007020,0,0,0,0,0,0,0,180,180
SAN JUAN,Albardón,Villa General San Martin,70007010,0,0,0,0,0,0,0,24,24
SAN JUAN,Angaco,OTROS,Sin Datos,0,0,0,0,72,0,0,0,72
SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,70014020,0,0,0,0,0,0,0,93,93
SAN JUAN,Angaco,Villa El Salvador,70014010,0,0,0,0,0,0,0,30,30
SAN JUAN,Calingasta,Barreal - Villa Pituil,70021010,0,0,1,0,0,0,0,1294,1295
SAN JUAN,Calingasta,Calingasta,70021020,0,0,0,0,0,5,0,370,375
SAN JUAN,Calingasta,Tamberías,70021030,0,0,1,0,0,0,0,130,131
SAN JUAN,Calingasta,Barreal,70021020,0,0,0,0,0,1,0,0,1
SAN JUAN,Capital,San Juan,70028010,12814,22913,227,10783,3576,5,0,6732,57050
SAN JUAN,Caucete,Bermejo,70035010,0,0,0,0,0,1,0,0,1
SAN JUAN,Caucete,Caucete,70035020,1006,0,0,0,2500,0,0,514,4020
SAN JUAN,Caucete,Vallecito,70035070,0,0,0,0,250,0,0,4,254
SAN JUAN,Caucete,Villa Independencia,70035080,0,0,0,0,0,0,0,12,12
SAN JUAN,Chimbas,Chimbas,70042010,2944,0,6,942,0,0,0,1947,5839
SAN JUAN,Chimbas,Villa Paula Albarracin,70042010,0,0,0,0,0,0,0,83,83
SAN JUAN,Iglesia,Angualasto,70049010,0,0,0,0,0,0,0,38,38
SAN JUAN,Iglesia,Bella Vista,70049020,0,0,0,0,0,2,0,43,45
SAN JUAN,Iglesia,Iglesia,70049030,0,0,0,0,0,21,0,79,100
SAN JUAN,Iglesia,Las Flores,70049040,0,0,0,0,0,2,0,111,113
SAN JUAN,Iglesia,Pismanta,70049050,0,0,0,0,0,3,0,18,21
SAN JUAN,Iglesia,Rodeo,70049060,0,0,0,0,10,0,0,472,482
SAN JUAN,Iglesia,Tudcum,70049070,0,0,0,0,0,1,0,89,90
SAN JUAN,Jáchal,San Isidro,70056070,0,0,0,0,0,0,0,97,97
SAN JUAN,Jáchal,San José de Jáchal,70056080,0,0,1,381,0,3,0,711,1096
SAN JUAN,Jáchal,Tamberías,70056090,0,0,0,0,0,0,0,62,62
SAN JUAN,Jáchal,Villa Mercedes,70056110,0,0,0,0,0,8,0,170,178
SAN JUAN,Jáchal,Gran China,70056020,0,0,0,0,0,0,0,82,82
SAN JUAN,Jáchal,Huaco,70056030,0,0,0,0,0,0,0,109,109
SAN JUAN,Jáchal,Pampa Vieja,70056060,0,0,0,0,0,0,0,86,86
SAN JUAN,Jáchal,El Médano,70056010,0,0,0,0,0,0,0,25,25
SAN JUAN,Jáchal,Mogna,70056040,0,0,0,0,0,0,0,5,5
SAN JUAN,Jáchal,Niquivil,70056050,0,0,0,0,0,0,0,25,25
SAN JUAN,Jáchal,Villa Malvinas Argentinas,70056100,0,0,0,0,0,0,0,25,25
SAN JUAN,OTROS,OTROS,Sin Datos,0,0,0,0,454,0,0,0,454
SAN JUAN,Pocito,Villa Aberastain - La Rinconada,70070040,549,0,4,0,0,1,0,199,753
SAN JUAN,Pocito,Villa Centenario,70070060,0,0,0,0,0,0,0,56,56
SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,70070050,0,0,0,0,0,0,0,98,98
SAN JUAN,Pocito,Quinto Cuartel,70070030,0,0,0,0,0,0,0,124,124
SAN JUAN,Pocito,Villa Aberastain,70070010,0,0,0,0,0,0,0,10,10
SAN JUAN,Pocito,Barrio Ruta 40,70070010,0,0,0,0,0,0,0,14,14
SAN JUAN,Pocito,Carpintería,70070020,0,0,0,0,0,0,0,14,14
SAN JUAN,Rawson,Rawson,70077010,16318,0,12,0,0,4,0,987,17321
SAN JUAN,Rawson,Villa Krause,70077020,0,0,0,0,0,0,0,271,271
SAN JUAN,Rawson,El Medanito,70077010,0,0,0,0,0,0,0,32,32
SAN JUAN,Rawson,Villa Bolaños,70077020,0,0,0,0,0,0,0,313,313
SAN JUAN,Rivadavia,Rivadavia,70084010,2028,0,12,132,15,1,0,2196,4384
SAN JUAN,San Martín,San Isidro (Est. Los Angacos),70091030,2,0,0,0,0,0,0,4,6
SAN JUAN,San Martín,Villa San Martín,70091070,0,0,0,0,210,1,0,20,231
SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),70091060,0,0,0,3,0,0,0,73,76
SAN JUAN,San Martín,Villa El Salvador,70091040,0,0,0,0,0,0,0,12,12
SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),70091020,0,0,0,0,0,0,0,41,41
SAN JUAN,San Martín,Barrio Sadop,70091010,0,0,0,0,0,0,0,2,2
SAN JUAN,San Martín,Villa Dominguito (Est. Puntilla Blanca),70091050,0,0,0,0,0,0,0,2,2
SAN JUAN,Santa Lucía,Santa Lucía,70098010,2400,0,11,119,15,0,0,1999,4544
SAN JUAN,Santa Lucía,Alto de Sierra,70098010,0,0,0,0,0,0,0,36,36
SAN JUAN,Sarmiento,Cañada Honda,70105010,0,0,0,1,0,2,0,1,4
SAN JUAN,Sarmiento,Cienaguita,70105020,0,0,0,1,0,0,0,1,2
SAN JUAN,Sarmiento,Las Lagunas,70105060,0,0,0,0,0,1,0,0,1
SAN JUAN,Sarmiento,Los Berros,70105070,0,0,0,2,0,0,0,68,70
SAN JUAN,Sarmiento,Villa Media Agua,70105100,0,0,0,1,0,0,0,161,162
SAN JUAN,Sarmiento,Pedernal,70105080,0,0,0,0,0,0,0,11,11
SAN JUAN,Sarmiento,Divisadero,70105040,0,0,0,0,0,0,0,11,11
SAN JUAN,Sarmiento,Guanacache,70105050,0,0,0,0,0,0,0,8,8
SAN JUAN,Sarmiento,Punta del Médano,70105090,0,0,0,0,0,0,0,1,1
SAN JUAN,Ullum,Villa Ibáñez,70112010,0,0,1,0,0,0,0,411,412
SAN JUAN,Valle Fértil,Astica,70119010,0,0,0,0,0,0,0,30,30
SAN JUAN,Valle Fértil,OTROS,Sin Datos,0,0,0,0,190,0,0,0,190
SAN JUAN,Valle Fértil,Villa San Agustín,70119060,0,0,0,1,0,3,0,260,264
SAN JUAN,Zonda,Villa Basilio Nievas,70133010,0,0,0,0,0,0,0,351,351
SAN LUIS,Ayacucho,Candelaria,74007010,0,0,0,0,0,0,0,1034,1034
SAN LUIS,Ayacucho,La Majada,74007010,0,0,0,0,0,0,0,211,211
SAN LUIS,Ayacucho,Leandro N. Alem,74007030,0,0,0,0,0,0,0,13,13
SAN LUIS,Ayacucho,Luján,74007040,0,0,0,0,0,0,0,1125,1125
SAN LUIS,Ayacucho,OTROS,Sin Datos,0,0,0,0,0,3,0,0,3
SAN LUIS,Ayacucho,Quines,74007050,0,0,0,0,0,1,0,1620,1621
SAN LUIS,Ayacucho,Río Juan Gómez,74007010,0,0,0,0,0,0,0,72,72
SAN LUIS,Ayacucho,San Francisco del Monte de Oro,74007070,0,0,0,0,0,0,0,1646,1646
SAN LUIS,Ayacucho,San Miguel,74007070,0,0,0,0,0,1,0,0,1
SAN LUIS,Ayacucho,Pampa Grande,74007010,0,0,0,2,0,0,0,0,2
SAN LUIS,Ayacucho,Lomas Blancas,74007010,0,0,0,0,0,0,0,37,37
SAN LUIS,Belgrano,La Calera,74014010,0,0,0,71,0,0,0,349,420
SAN LUIS,Belgrano,Los Molles,74014010,0,0,0,0,0,0,0,263,263
SAN LUIS,Belgrano,Nogolí,74014020,0,0,0,108,0,0,0,690,798
SAN LUIS,Belgrano,San Pedro,74014040,0,0,0,0,0,0,0,25,25
SAN LUIS,Belgrano,Villa de la Quebrada,74014030,0,0,0,137,0,0,0,818,955
SAN LUIS,Belgrano,Villa General Roca,74014040,0,0,0,22,0,0,0,138,160
SAN LUIS,Chacabuco,Concarán,74028010,0,0,0,0,0,2,0,2022,2024
SAN LUIS,Chacabuco,Cortaderas,74028020,0,0,0,5,0,0,0,1007,1012
SAN LUIS,Chacabuco,Naschel,74028030,0,0,0,0,0,0,0,1177,1177
SAN LUIS,Chacabuco,Papagayos,74028040,0,0,0,0,0,0,0,58,58
SAN LUIS,Chacabuco,Renca,74028050,0,0,0,0,0,0,0,173,173
SAN LUIS,Chacabuco,San Pablo,74028060,0,0,0,0,0,0,0,85,85
SAN LUIS,Chacabuco,Tilisarao,74028070,0,0,0,0,0,0,0,1715,1715
SAN LUIS,Chacabuco,Villa del Carmen,74028080,0,0,0,0,0,0,0,394,394
SAN LUIS,Chacabuco,Villa Larca,74028090,0,0,0,0,0,0,0,634,634
SAN LUIS,Chacabuco,El Algarrobal,74028020,0,0,0,3,0,0,0,0,3
SAN LUIS,Coronel Pringles,Carolina,74021010,0,0,0,0,0,0,0,366,366
SAN LUIS,Coronel Pringles,El Trapiche,74021020,0,0,0,0,0,0,0,1828,1828
SAN LUIS,Coronel Pringles,Fraga,74021030,0,0,0,119,0,0,0,478,597
SAN LUIS,Coronel Pringles,La Bajada,74021040,0,0,0,0,0,0,0,64,64
SAN LUIS,Coronel Pringles,La Florida,74021050,0,0,0,0,0,0,0,322,322
SAN LUIS,Coronel Pringles,La Toma,74021060,100,0,0,0,0,0,0,2401,2501
SAN LUIS,Coronel Pringles,OTROS,Sin Datos,0,0,0,0,0,27,0,0,27
SAN LUIS,Coronel Pringles,Río Grande,74021080,0,0,0,0,0,0,0,214,214
SAN LUIS,Coronel Pringles,Saladillo,74021090,0,0,0,1,0,0,0,174,175
SAN LUIS,Coronel Pringles,El Durazno,74021060,0,0,0,0,0,0,0,77,77
SAN LUIS,General Pedernera,Juan Jorba,74035010,0,0,0,0,0,0,0,131,131
SAN LUIS,General Pedernera,Juan Llerena,74035020,0,0,0,0,0,0,0,124,124
SAN LUIS,General Pedernera,Justo Daract,74035030,175,0,4,0,0,0,0,1974,2153
SAN LUIS,General Pedernera,La Punilla,74035040,0,0,0,0,0,0,0,155,155
SAN LUIS,General Pedernera,Lavaisse,74035050,0,0,0,0,0,0,0,66,66
SAN LUIS,General Pedernera,San José del Morro,74035060,0,0,0,0,0,0,0,209,209
SAN LUIS,General Pedernera,Villa Mercedes,74035070,1789,24733,95,276,101,0,0,11698,38692
SAN LUIS,General Pedernera,Villa Salles,74035090,0,0,0,0,0,0,0,23,23
SAN LUIS,General Pedernera,La Angelina,74035040,0,0,0,0,0,0,0,16,16
SAN LUIS,Gobernador Dupuy,Anchorena,74042010,0,0,1,0,0,0,0,250,251
SAN LUIS,Gobernador Dupuy,Arizona,74042020,0,0,3,0,0,0,0,307,310
SAN LUIS,Gobernador Dupuy,Bagual,74042030,0,0,0,0,0,0,0,70,70
SAN LUIS,Gobernador Dupuy,Batavia,74042040,0,0,0,0,0,2,0,175,177
SAN LUIS,Gobernador Dupuy,Buena Esperanza,74042050,0,0,1,0,0,1,0,999,1001
SAN LUIS,Gobernador Dupuy,Fortín El Patria,74042060,0,0,0,0,0,0,0,154,154
SAN LUIS,Gobernador Dupuy,Fortuna,74042070,0,0,1,0,0,0,0,289,290
SAN LUIS,Gobernador Dupuy,La Maroma,74042080,0,0,0,0,0,1,0,0,1
SAN LUIS,Gobernador Dupuy,Martín de Loyola,74042100,0,0,0,0,0,3,0,45,48
SAN LUIS,Gobernador Dupuy,Nahuel Mapá,74042110,0,0,0,0,0,0,0,27,27
SAN LUIS,Gobernador Dupuy,Navia,74042120,0,0,0,0,0,2,0,121,123
SAN LUIS,Gobernador Dupuy,Nueva Galia,74042130,0,0,0,0,0,0,0,568,568
SAN LUIS,Gobernador Dupuy,Unión,74042140,0,0,0,0,0,0,0,845,845
SAN LUIS,Gobernador Dupuy,Los Overos,74042090,0,0,0,0,0,2,0,0,2
SAN LUIS,Junín,Carpinteria,74049010,149,10,0,0,0,0,0,973,1132
SAN LUIS,Junín,Cerro de Oro,74049020,13,14,0,74,0,0,0,289,390
SAN LUIS,Junín,Lafinur,74049030,0,0,0,0,0,0,0,165,165
SAN LUIS,Junín,Los Cajones,74049040,0,0,0,0,0,0,0,197,197
SAN LUIS,Junín,Los Molles,74049050,0,0,0,0,0,0,0,596,596
SAN LUIS,Junín,Merlo,74049060,722,62,0,926,0,0,0,5505,7215
SAN LUIS,Junín,Santa Rosa del Conlara,74049070,142,0,0,0,0,0,0,1977,2119
SAN LUIS,Junín,Talita,74049080,0,0,0,0,0,2,0,253,255
SAN LUIS,La Capital,Alto Pelado,74056010,0,0,0,0,0,0,0,79,79
SAN LUIS,La Capital,Alto Pencoso,74056020,0,0,0,1,0,0,0,97,98
SAN LUIS,La Capital,Balde,74056030,0,0,0,1,0,5,0,236,242
SAN LUIS,La Capital,Beazley,74056040,0,0,0,0,0,0,0,225,225
SAN LUIS,La Capital,Cazador,74056050,0,0,0,0,0,0,0,49,49
SAN LUIS,La Capital,Chosmes,74056060,0,0,0,0,0,0,0,9,9
SAN LUIS,La Capital,Desaguadero,74056070,0,0,0,1,0,0,0,86,87
SAN LUIS,La Capital,El Volcán,74056080,0,28,0,0,0,0,0,1296,1324
SAN LUIS,La Capital,Jarilla,74056090,0,0,0,0,0,0,0,36,36
SAN LUIS,La Capital,Juana Koslay,74056100,419,0,2,31,0,0,0,3541,3993
SAN LUIS,La Capital,Potrero de los Funes,74056120,0,0,0,0,0,0,0,4377,4377
SAN LUIS,La Capital,Salinas del Bebedero,74056130,0,0,0,0,0,0,0,43,43
SAN LUIS,La Capital,San Jerónimo,74056140,0,0,0,0,0,0,0,200,200
SAN LUIS,La Capital,San Luis,74056150,2773,17307,84,879,84,3,0,20490,41620
SAN LUIS,La Capital,Zanjitas,74056160,0,0,0,0,0,0,0,100,100
SAN LUIS,La Capital,La Punta,74056105,0,1306,0,630,0,0,0,0,1936
SAN LUIS,La Capital,Las Barrancas,74056070,0,0,0,0,0,1,0,34,35
SAN LUIS,La Capital,Varela,74056140,0,0,0,0,0,0,0,24,24
SAN LUIS,Libertador Grl. San Martín,La Ramada,74063020,0,0,0,0,0,0,0,22,22
SAN LUIS,Libertador Grl. San Martín,La Vertiente,74063010,0,0,0,0,0,2,0,49,51
SAN LUIS,Libertador Grl. San Martín,Las Aguadas,74063020,0,0,0,0,0,0,0,59,59
SAN LUIS,Libertador Grl. San Martín,Las Chacras,74063030,0,0,0,0,0,5,0,68,73
SAN LUIS,Libertador Grl. San Martín,Las Lagunas,74063040,0,0,0,0,0,0,0,52,52
SAN LUIS,Libertador Grl. San Martín,Paso Grande,74063050,0,0,0,47,0,0,0,283,330
SAN LUIS,Libertador Grl. San Martín,Potrerillo,74063060,0,0,0,0,0,0,0,68,68
SAN LUIS,Libertador Grl. San Martín,San Martín,74063070,1,0,1,75,0,0,0,363,440
SAN LUIS,Libertador Grl. San Martín,Villa de Praga,74063080,0,0,0,0,0,1,0,228,229
SAN LUIS,Libertador Grl. San Martín,El Puesto,74063050,0,0,0,0,0,0,0,12,12
SAN LUIS,OTROS,OTROS,Sin Datos,0,0,0,0,70,0,0,0,70
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,612,560,2,0,1,1,0,42,1218
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,683,0,4,510,1,3,0,0,1201
SANTA CRUZ,Deseado,Caleta Olivia,78014010,0,8280,0,720,2,6,0,460,9468
SANTA CRUZ,Deseado,Cañadón Seco,78014020,0,0,0,2,0,3,0,118,123
SANTA CRUZ,Deseado,Jaramillo,78014040,0,0,0,0,0,4,0,86,90
SANTA CRUZ,Deseado,Las Heras,78014060,0,0,0,2360,1,1,0,1065,3427
SANTA CRUZ,Deseado,Pico Truncado,78014070,0,0,0,2756,51,1,0,1039,3847
SANTA CRUZ,Deseado,Puerto Deseado,78014080,1488,0,9,0,10,22,0,0,1529
SANTA CRUZ,Deseado,Tellier,78014090,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,0,0,0,10,6,1,0,195,212
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,3682,10286,173,736,171,15,0,0,15063
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,261,0,0,0,1,1,0,0,263
SANTA CRUZ,Güer Aike,Mina 3,78021030,0,0,0,0,0,2,0,0,2
SANTA CRUZ,Lago Argentino,El Calafate,78028010,2127,0,0,4692,1,9,0,704,7533
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,0,0,0,431,5,5,0,2,443
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,0,0,2,0,1,10,0,30,43
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,0,2600,7,0,101,5,0,0,2713
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,849,2150,1,0,1,11,0,5,3017
SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,0,0,0,0,1,6,0,0,7
SANTA FE,9 de Julio,Esteban Rams,82077010,0,0,0,0,0,2,0,35,37
SANTA FE,9 de Julio,Gato Colorado,82077020,0,0,0,0,0,4,0,0,4
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,0,0,0,0,0,3,0,144,147
SANTA FE,9 de Julio,Logroño,82077040,1,0,0,0,0,0,0,47,48
SANTA FE,9 de Julio,Montefiore,82077050,0,0,0,0,0,1,0,17,18
SANTA FE,9 de Julio,Pozo Borrado,82077060,0,0,0,0,0,0,0,127,127
SANTA FE,9 de Julio,San Bernardo,82077065,0,0,0,0,0,0,0,109,109
SANTA FE,9 de Julio,Santa Margarita,82077070,0,0,0,0,0,5,0,96,101
SANTA FE,9 de Julio,Tostado,82077080,1328,6,0,0,0,2,0,1752,3088
SANTA FE,9 de Julio,Villa Minetti,82077090,0,0,0,0,0,5,0,264,269
SANTA FE,Belgrano,Armstrong,82007010,1127,0,0,111,0,0,0,38,1276
SANTA FE,Belgrano,Bouquet,82007020,388,0,0,0,0,0,0,1,389
SANTA FE,Belgrano,Las Parejas,82007030,1199,0,0,2462,0,0,0,124,3785
SANTA FE,Belgrano,Las Rosas,82007040,1285,2379,0,474,0,0,0,35,4173
SANTA FE,Belgrano,Montes de Oca,82007050,591,0,0,607,168,1,0,43,1410
SANTA FE,Belgrano,Tortugas,82007060,167,0,0,0,0,1,0,0,168
SANTA FE,Caseros,Arequito,82014010,64,2241,0,0,0,0,0,0,2305
SANTA FE,Caseros,Arteaga,82014020,68,868,0,0,0,0,0,87,1023
SANTA FE,Caseros,Beravebú,82014030,0,0,0,0,0,0,0,353,353
SANTA FE,Caseros,Bigand,82014040,529,1255,0,0,0,0,0,0,1784
SANTA FE,Caseros,Casilda,82014050,4137,1895,0,1244,0,0,0,1131,8407
SANTA FE,Caseros,Chabás,82014060,1152,0,0,620,0,0,0,13,1785
SANTA FE,Caseros,Chañar Ladeado,82014070,69,730,0,569,0,0,0,0,1368
SANTA FE,Caseros,Gödeken,82014080,0,531,0,1,0,0,0,0,532
SANTA FE,Caseros,Los Molinos,82014090,25,507,0,0,0,0,0,0,532
SANTA FE,Caseros,Los Nogales,82014100,0,44,0,0,0,0,0,0,44
SANTA FE,Caseros,Los Quirquinchos,82014110,0,0,0,0,0,0,0,815,815
SANTA FE,Caseros,San José de la Esquina,82014120,131,1976,0,0,0,0,0,3,2110
SANTA FE,Caseros,Sanford,82014130,88,0,0,378,0,0,0,0,466
SANTA FE,Caseros,Villada,82014140,92,1,0,0,0,0,0,0,93
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,28,0,0,662,0,0,0,58,748
SANTA FE,Castellanos,Angélica,82021020,371,0,0,233,0,0,0,7,611
SANTA FE,Castellanos,Ataliva,82021030,15,10,0,359,0,0,0,189,573
SANTA FE,Castellanos,Aurelia,82021040,0,0,0,0,0,0,0,4,4
SANTA FE,Castellanos,Bauer y Sigel,82021060,0,0,0,0,0,0,0,0,0
SANTA FE,Castellanos,Bella Italia,82021070,34,316,0,2,0,0,0,4,356
SANTA FE,Castellanos,Castellanos,82021080,0,1,0,0,0,0,0,5,6
SANTA FE,Castellanos,Colonia Bicha,82021090,72,0,0,165,0,0,0,0,237
SANTA FE,Castellanos,Colonia Cello,82021100,0,0,0,0,0,0,0,29,29
SANTA FE,Castellanos,Colonia Margarita,82021110,0,10,0,0,0,0,0,0,10
SANTA FE,Castellanos,Colonia Raquel,82021120,31,0,0,212,0,0,0,3,246
SANTA FE,Castellanos,Coronel Fraga,82021130,0,0,0,0,0,0,0,49,49
SANTA FE,Castellanos,Esmeralda,82021150,0,82,0,0,0,0,0,0,82
SANTA FE,Castellanos,Estación Clucellas,82021160,0,179,0,0,0,0,0,4,183
SANTA FE,Castellanos,Estación Saguier,82021170,0,11,0,0,0,0,0,3,14
SANTA FE,Castellanos,Eusebia y Carolina,82021180,27,0,0,148,0,0,0,0,175
SANTA FE,Castellanos,Eustolia,82021190,0,0,0,0,0,0,0,4,4
SANTA FE,Castellanos,Humberto Primo,82021220,197,53,0,33,0,0,0,262,545
SANTA FE,Castellanos,Josefina,82021230,27,77,0,0,0,0,0,1,105
SANTA FE,Castellanos,Lehmann,82021240,192,342,0,166,0,0,0,0,700
SANTA FE,Castellanos,María Juana,82021250,674,1,0,897,0,0,0,52,1624
SANTA FE,Castellanos,Plaza Clucellas,82021270,45,283,0,0,0,0,0,0,328
SANTA FE,Castellanos,Plaza Saguier,82021280,0,51,0,0,0,0,0,0,51
SANTA FE,Castellanos,Presidente Roca,82021290,0,137,0,1,0,0,0,5,143
SANTA FE,Castellanos,Pueblo Marini,82021300,0,0,0,0,0,0,0,11,11
SANTA FE,Castellanos,Rafaela,82021310,2705,22925,0,4201,6,2,0,1497,31336
SANTA FE,Castellanos,Ramona,82021320,1,0,0,0,0,0,0,327,328
SANTA FE,Castellanos,San Antonio,82021330,0,10,0,0,0,0,0,59,69
SANTA FE,Castellanos,San Vicente,82021340,770,1334,0,0,0,0,0,42,2146
SANTA FE,Castellanos,Santa Clara de Saguier,82021350,160,107,0,0,0,0,0,218,485
SANTA FE,Castellanos,Sunchales,82021360,1065,21,1,6379,0,0,0,67,7533
SANTA FE,Castellanos,Susana,82021370,0,0,0,326,0,0,0,78,404
SANTA FE,Castellanos,Tacural,82021380,437,0,0,494,0,0,0,0,931
SANTA FE,Castellanos,Vila,82021390,419,0,0,0,0,0,0,0,419
SANTA FE,Castellanos,Villa San José,82021410,0,53,0,0,0,0,0,31,84
SANTA FE,Castellanos,Virginia,82021420,0,0,0,0,0,0,0,9,9
SANTA FE,Castellanos,Zenón Pereyra,82021430,0,53,0,0,0,0,0,0,53
SANTA FE,Castellanos,Frontera,82021200,0,0,0,0,0,0,0,1,1
SANTA FE,Constitución,Alcorta,82028010,215,1301,0,430,0,0,0,537,2483
SANTA FE,Constitución,Bombal,82028040,245,132,0,626,0,0,0,0,1003
SANTA FE,Constitución,Empalme Villa Constitución,82028070,620,0,0,0,0,0,0,0,620
SANTA FE,Constitución,Godoy,82028100,0,0,0,0,0,0,0,152,152
SANTA FE,Constitución,Juan B. Molina,82028110,350,0,0,0,0,0,0,1,351
SANTA FE,Constitución,Juncal,82028120,256,0,0,1,0,0,0,27,284
SANTA FE,Constitución,La Vanguardia,82028130,0,0,0,114,0,0,0,0,114
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,600,321,0,0,0,0,0,271,1192
SANTA FE,Constitución,Pavón,82028150,99,0,0,0,0,0,0,0,99
SANTA FE,Constitución,Pavón Arriba,82028160,0,75,0,471,0,0,0,25,571
SANTA FE,Constitución,Rueda,82028180,0,0,0,0,0,0,0,72,72
SANTA FE,Constitución,Santa Teresa,82028190,165,56,0,575,0,0,0,103,899
SANTA FE,Constitución,Sargento Cabral,82028200,0,0,0,347,0,0,0,102,449
SANTA FE,Constitución,Villa Constitución,82028230,4320,2005,0,559,0,0,0,1292,8176
SANTA FE,Constitución,Peyrano,82028170,0,743,0,0,0,0,0,0,743
